food_name,energy_kcal,protein_g,fat_g,carbs_g,vitamins_total,category
Без месо кюфтета,284,30.2,13.0,11.5,8.973,Месо и месни продукти
ванилова соево мляко,131,7.9,4.3,15.3,2.974,Млечни продукти
Соево хранене сурово,414,54.8,2.9,49.0,7.8,Бобови
Соеварна ниска мазнина,104,4.0,1.5,17.5,0.032,Бобови
покълнала соя сурова,85,9.2,4.7,6.7,12.645,Други
Соя сурова,830,67.9,37.1,56.1,21.999,Други
"Темпе, приготвен",55,5.1,3.2,2.6,0.992,Други
Светлина на ваниловата соева,83,6.4,2.1,9.4,0.577,Бобови
Шоколадова соева,153,5.5,3.7,24.2,7.059,Бобови
соево масло,120,0.0,13.6,0.0,1.176,Бобови
Нато,169,14.2,8.8,11.5,11.098,Други
Chrysanthemum Raw,12,1.7,0.3,1.5,1.412,Други
Груд готви,100,1.2,0.6,25.5,12.264,Други
Cauliflower Raw,3,0.2,0.081,0.6,6.654,Други
Червено зеле сурово,53,2.4,0.3,12.5,98.77,Зеленчуци
Броколи Raab Raw,9,1.3,0.2,1.1,9.519,Зеленчуци
"Напаво зеле, приготвено",13,1.2,0.2,2.4,4.363,Зеленчуци
Келп,2,0.07,0.067,0.5,0.455,Други
шалот сурови,18,0.6,0.061,4.2,2.326,Други
Бамбукът изстрелва сурово,49,4.7,0.5,9.4,11.287,Други
Юта готвена,32,3.2,0.2,6.3,30.459,Други
Червена маруля,4,0.4,0.08,0.6,1.399,Други
Броколи се готви,98,6.7,1.1,20.1,190.4,Зеленчуци
Romanesco Raw,20,1.9,0.2,3.9,57.79,Други
Патладжан суров,115,4.5,0.8,26.9,16.752,Други
празник сурови,54,1.3,0.3,12.6,12.381,Други
Lemongrass Citronella,5,0.038,0.076,1.2,0.392,Други
"Тиква, приготвена",49,1.8,0.2,12.0,15.361,Други
целина се готви,7,0.3,0.098,1.5,2.805,Други
пипер серано,2,0.1,0.075,0.4,3.155,Други
Nopales Raw,14,1.1,0.063,2.9,8.771,Други
Сладки картофени листа с варени,22,1.4,0.2,4.7,2.685,Зеленчуци
"Патладжан, приготвен",33,0.8,0.2,8.1,2.59,Други
Аспержи готвеха,3,0.4,0.074,0.6,1.784,Други
Рутабага се готви,72,2.2,0.4,16.4,48.39,Други
пащърнак сурови,128,2.0,0.5,30.6,34.136,Други
кисели туршии,17,0.5,0.3,3.5,1.922,Други
Свалени зеленина,29,1.6,0.3,6.3,44.377,Зеленчуци
Йерусалим артишок,110,3.0,0.047,26.2,9.415,Други
яка сурова,12,1.1,0.2,2.0,13.971,Други
Хризантема се готви,20,1.6,0.036,4.3,27.639,Други
Ориенталски репички изсъхна,314,9.2,0.8,73.5,8.239,Други
Tomatillos,42,1.3,1.3,7.7,18.887,Други
Таро стреля сурово,9,0.8,0.069,2.0,18.987,Други
Squash Squash Raw,172,3.4,0.4,44.9,53.531,Други
Празни изсъхнаха,10,0.5,0.026,2.4,4.152,Други
зеле сурово,70,3.6,0.3,16.2,104.9,Зеленчуци
"Сладки червени чушки, приготвени",19,0.7,0.1,4.5,126.727,Други
Сладки червени чушки сурови,46,1.5,0.4,9.0,195.478,Други
Краставица се обелва,16,0.8,0.2,2.9,4.946,Зеленчуци
Purslane Raw,9,0.9,0.2,1.5,9.468,Други
Грахът лук се готви,81,4.6,0.4,15.5,15.25,Зеленчуци
Домат приготвен,22,1.2,0.1,4.9,29.876,Други
Таро изстрелва,20,1.0,0.1,4.5,27.973,Други
Шотландски кале RAW,28,1.9,0.4,5.6,88.477,Други
Artichoke Raw,60,4.2,0.2,13.5,17.185,Други
Военноморски боб кълнове сурови,70,6.4,0.7,13.6,22.7,Бобови
сладки туршии,146,0.9,0.7,33.8,2.122,Други
"Ориенталски репичка, приготвена",25,1.0,0.4,5.0,22.785,Други
листа от сладък картоф сурови,15,0.9,0.2,3.1,4.643,Зеленчуци
Ирландски мъх,2,0.037,0.049,0.6,0.409,Други
листа от барабани,25,2.2,0.4,4.7,14.708,Други
Зимна тиква RAW,39,1.1,0.2,10.0,15.556,Други
тиква суров,30,1.2,0.1,7.5,12.828,Други
Зелените на цикория,7,0.5,0.096,1.4,8.224,Зеленчуци
"Спанак, приготвен",41,5.3,0.5,6.8,23.8,Зеленчуци
репичка маринована,42,1.7,0.5,7.8,1.084,Други
сладък лук,106,2.6,0.3,25.0,17.247,Зеленчуци
Солсифициран варен,92,3.7,0.2,20.7,8.072,Други
Покълнаха семена от репички,16,1.4,1.0,1.4,12.637,Ядки и семена
RETIPS RAW,51,1.6,0.2,11.8,39.972,Други
Burdock Root Raw,85,1.8,0.2,20.5,5.227,Други
"Червено зеле, приготвено",49,2.6,0.2,11.8,20.198,Зеленчуци
Юта сурова,10,1.3,0.046,1.6,11.274,Други
горещ чили пипер изсушен,2,0.054,0.054,0.3,0.671,Други
Salsify Raw,109,4.4,0.3,24.7,12.666,Други
Crookneck Squash Raw,24,1.3,0.3,4.9,25.937,Други
"Индийски тиква, приготвена",38,0.7,0.4,7.6,0.503,Други
Пой,269,0.9,0.3,65.4,19.511,Други
"Цвете от Сесбания, приготвено",22,1.2,0.007,5.3,38.845,Други
"Скуош от жълъди, приготвена",115,2.3,0.3,29.9,25.639,Други
"Карфиол, приготвен",29,2.3,0.6,5.1,56.33,Други
"Crookneck Squash, приготвена",34,1.9,0.7,6.8,22.837,Други
Лавър морски водорасли,1,0.2,0.012,0.1,1.442,Други
Планински ям се готви,119,2.5,0.1,29.0,1.47,Други
тиквени цветя сурови,5,0.3,0.084,1.1,9.505,Други
Горчица Зелени сурови,15,1.6,0.2,2.6,41.211,Зеленчуци
Стрелка,12,0.6,0.084,2.4,0.575,Други
Японско зеле,45,2.4,0.2,8.5,2.423,Зеленчуци
готвени кълнове от мъжки боб,24,2.5,0.1,4.5,15.744,Бобови
Скуош от гребене,29,1.9,0.3,5.9,20.893,Други
"тиквени листа, приготвени",15,1.9,0.2,2.4,2.403,Други
Унгарски пипер,8,0.2,0.1,1.8,25.81,Други
Сладък картоф печен,103,2.3,0.2,23.6,26.383,Зеленчуци
Китайско зеле psai сурова,12,0.9,0.2,2.5,21.292,Зеленчуци
Таро сурово,116,1.6,0.2,27.5,8.512,Други
Yam Bean Jicama,49,0.9,0.1,11.5,27.592,Други
маслини,10,0.09,0.9,0.5,0.396,Други
Горчично зеленина се готви,36,3.6,0.7,6.3,39.657,Зеленчуци
"Тиквени цветя, приготвени",20,1.5,0.1,4.4,7.364,Други
Дърво папратна,57,0.4,0.096,15.3,48.414,Други
Жълта царевица сурова,606,15.6,7.9,123.3,9.473,Други
Endive,9,0.6,0.1,1.7,4.569,Други
Вакаме,36,2.4,0.5,7.3,5.696,Други
Таитянски таро Raw,55,3.5,1.2,8.6,121.908,Други
Броколи сурови,31,2.6,0.3,6.0,83.473,Зеленчуци
Сладки зелени чушки сурови,30,1.3,0.3,6.9,121.675,Зеленчуци
Китайско зеле пак Чой,20,2.7,0.3,3.0,45.729,Зеленчуци
агар,1,0.053,0.058,0.3,0.37,Други
водна креса,4,0.8,0.006,0.4,15.235,Други
Готвени зелени цвекло,39,3.7,0.3,7.9,41.209,Зеленчуци
Сварена зимна тиква,76,1.8,0.7,18.1,5.862,Други
Новозеландски спанак суров,8,0.8,0.1,1.4,18.617,Зеленчуци
Окра,4,0.2,0.082,0.9,3.08,Други
Yautia Tannier,132,2.0,0.5,31.9,8.686,Други
"Горчичен спанак, приготвен",29,3.1,0.4,5.0,118.481,Зеленчуци
Ревен приготвен,278,0.9,0.1,74.9,9.238,Други
цвекло сурова,58,2.2,0.2,13.0,7.763,Други
Барабанни шушулки сурови,37,2.1,0.2,8.5,142.7,Други
Бебешки тиквички,2,0.3,0.089,0.3,4.111,Други
лук суров,16,0.4,0.048,3.7,3.408,Зеленчуци
Романоско готви,39,3.7,0.4,7.7,90.724,Други
Butternut Squash Raw,90,2.0,0.2,23.4,48.664,Други
Амарант си тръгва,6,0.7,0.075,1.1,12.765,Други
REWIP GEENS RAW,18,0.8,0.2,3.9,35.43,Други
Спагети скуош RAW,31,0.6,0.6,7.0,3.919,Други
Морски водорасли суха,52,3.1,0.3,9.2,8.081,Други
Ям готви,158,2.0,0.2,37.4,18.723,Други
изсушена царевица,119,4.1,3.0,18.8,3.254,Други
краставица,23,1.0,0.2,5.4,5.043,Зеленчуци
стрелба,78,5.1,0.2,16.1,5.66,Други
Cardoon Raw,30,1.2,0.2,7.2,5.162,Други
"Бамбукови издънки, приготвени",14,1.8,0.3,2.3,0.757,Други
Лятна скуош RAW,42,3.1,0.5,8.7,47.319,Други
Сладък картоф суров,112,2.0,0.002,26.2,5.63,Зеленчуци
Зелен домат,42,2.2,0.4,9.3,45.347,Зеленчуци
Зелени цвекло сурови,8,0.8,0.078,1.6,12.654,Зеленчуци
Savoy зелето готвено,41,3.1,0.2,9.2,29.693,Зеленчуци
Witloof Chicory,9,0.5,0.031,2.1,1.777,Други
Гланени ряпа,34,1.1,0.1,7.9,19.09,Други
изсушени домати,5,0.3,0.053,1.1,1.366,Зеленчуци
Радикио,15,0.9,0.2,2.9,7.503,Други
"Смесени зеленчуци, приготвени",118,5.2,0.3,23.8,8.753,Зеленчуци
Жълт домат,32,2.1,0.6,6.3,22.112,Други
Кардон се готви,26,0.9,0.1,6.4,2.681,Други
Спанак суров,7,0.9,0.1,1.1,9.59,Зеленчуци
Kale Raw,7,0.6,0.3,0.9,20.301,Други
Барабанни шушулки сварени,42,2.5,0.2,9.7,116.256,Други
Kohlrabi Raw,72,4.5,0.3,16.4,167.73,Други
леща кълнове,82,6.9,0.4,17.0,14.428,Бобови
Моркови сурови,25,0.6,0.1,5.8,5.015,Зеленчуци
Червени чушки,18,0.8,0.2,4.0,66.076,Други
копър,73,2.9,0.5,17.1,31.682,Други
Сладка царевица бяло,63,2.4,0.9,13.9,7.143,Други
Celeriac Raw,66,2.3,0.5,14.4,15.205,Други
Hubbard Squash Raw,46,2.3,0.6,10.1,14.489,Други
Брюксел кълнове се готви,8,0.5,0.1,1.5,13.391,Други
"моркови, приготвени",16,0.3,0.092,3.8,2.839,Зеленчуци
Агнешки квартали сурови,0,0.08,0.067,0.069,0.348,Други
"корен от лотос, приготвен",6,0.1,0.056,1.4,2.603,Други
Разделен грах суров,672,48.4,2.3,118.9,15.537,Бобови
Шотландски кале се готви,36,2.5,0.5,7.3,70.046,Други
"Царевица, приготвена",99,3.5,1.5,21.6,8.382,Други
Репичка RAW,1,0.042,0.026,0.2,1.109,Други
жилави коприва,37,2.4,0.007,6.7,1.024,Други
Бебешки моркови,5,0.031,0.053,1.2,0.802,Зеленчуци
Сладки жълти чушки,50,1.9,0.4,11.8,343.796,Други
Таро оставя сурови,12,1.4,0.2,1.9,15.96,Други
царевица сурова,123,4.7,1.9,26.7,13.712,Други
Розел,28,0.5,0.4,6.4,7.022,Други
Drumstick листа сурови,13,2.0,0.3,1.7,11.922,Други
Scallop Squash Raw,23,1.6,0.3,5.0,24.73,Други
Корени от цикория,65,1.3,0.2,15.8,5.516,Други
Брюксел покълва сурово,8,0.6,0.077,1.7,16.673,Други
Кале готви,42,3.5,1.4,6.3,24.004,Други
Pupusas con frijoles,289,7.0,11.4,39.7,2.386,Други
синапено зеле,36,1.4,0.1,7.2,1.773,Зеленчуци
кратуна сурово,19,1.1,0.2,4.1,12.262,Други
"Буттерн тиква, приготвена",80,1.8,0.2,21.0,35.784,Други
Burdock Root Cooked,146,3.5,0.2,35.1,6.914,Други
маниока,330,2.8,0.6,78.4,45.333,Други
"Грахни моркови, приготвени",77,4.9,0.7,16.2,16.573,Зеленчуци
Ромен маруля,8,0.6,0.1,1.5,2.375,Други
Yam Raw,177,2.3,0.3,41.8,28.103,Други
Чившки туршии Chowchow,296,3.7,2.2,65.3,15.655,Други
Прерийни ряпа сурови,20,0.3,0.029,4.5,0.917,Други
Savoy зеле сурово,19,1.4,0.017,4.3,22.357,Зеленчуци
Целина сурова,6,0.3,0.045,1.2,1.523,Други
Celeriac приготвен,42,1.5,0.3,9.1,6.989,Други
Спанак с горчица суров,33,3.3,0.5,5.9,196.9,Зеленчуци
тиквички сурови,44,3.1,0.8,8.1,49.296,Други
бамя готвена,35,3.0,0.3,7.2,28.878,Други
Репичка от бяла ледена илеца,14,1.1,0.1,2.6,29.773,Други
Оранжев домат,18,1.3,0.2,3.5,18.925,Други
тиквени листа сурови,7,1.2,0.2,0.9,4.883,Други
"Спагети тиква, приготвена",42,1.0,0.4,10.0,7.925,Други
"Бяла царевица, приготвена",100,3.4,1.5,22.4,9.279,Други
Артишок се готви,64,3.5,0.4,14.3,10.945,Други
авокадо,432,5.4,39.6,23.0,42.6,Други
ферми за струнен боб Wellsley,8,0.3,0.0,1.7,0.0,Бобови
"Агнета квартали, приготвени",58,5.8,1.3,9.0,70.277,Други
Грахът се готви,134,8.6,0.4,25.0,27.3,Бобови
готвено цвекло,22,0.8,0.085,5.0,2.242,Други
шалот изсушени,3,0.1,0.013,0.7,0.734,Други
Зелена маруля,23,2.0,0.2,4.3,15.277,Зеленчуци
Колраби готви,48,3.0,0.2,11.0,91.279,Други
Kanpyo изсъхна,139,4.6,0.3,35.1,3.572,Други
Прерийните ряпа варени,18,0.2,0.086,4.2,0.464,Други
"Броколи Рааб, приготвен",21,3.3,0.4,2.7,36.204,Зеленчуци
"Летни тиква, приготвени",49,2.7,1.0,9.9,32.718,Други
Таро готвено,187,0.7,0.1,45.7,12.144,Други
Пролетни лук лук,6,0.4,0.077,1.5,4.28,Зеленчуци
"Хъбард тиква, приготвена",57,2.8,0.7,12.3,14.149,Други
Джалапено пипер,4,0.1,0.002,0.9,17.59,Други
"Новозеландски спанак, приготвен",22,2.3,0.3,3.8,33.36,Зеленчуци
Сесбания Цвете сурово,1,0.012,0.095,0.2,2.461,Други
Спирулина изсъхна,20,4.0,0.5,1.7,2.831,Други
Китайско зеле pe tsai,17,1.8,0.2,2.9,19.715,Зеленчуци
Тиквички се готви,27,2.1,0.6,4.8,25.119,Други
Зелени маслини кисели,4,0.073,0.4,0.1,0.441,Зеленчуци
Лотос корен суров,85,3.0,0.1,19.8,52.307,Други
гроздови листа,13,0.8,0.3,2.4,2.418,Други
Копър с маринована краставица,17,0.9,0.2,3.7,1.643,Зеленчуци
Skunk зеле,11,1.5,0.1,1.8,31.662,Зеленчуци
Бананов пипер,9,0.5,0.1,1.8,28.317,Плодове
Ориенталски репичка сурова,61,2.0,0.3,13.9,75.973,Други
Purslane приготвен,21,1.7,0.2,4.1,12.935,Други
Rhubarb Raw,11,0.5,0.1,2.3,4.62,Други
блато зеле,20,2.0,0.2,3.6,16.528,Зеленчуци
Mung Bean Sprouts Raw,6,0.6,0.044,1.2,3.02,Други
лук готвен,7,0.2,0.034,1.5,1.16,Зеленчуци
Швейцарски чард Raw,7,0.6,0.042,1.3,12.081,Други
грах суров,117,7.9,0.6,21.0,62.298,Бобови
Владено зеле,35,1.9,0.019,8.3,57.536,Зеленчуци
Таро листата се готвят,35,3.9,0.6,5.6,54.351,Други
празници се готвят,38,1.0,0.2,9.4,6.332,Други
"сплит грах, приготвен",227,16.3,0.8,40.2,4.477,Бобови
сладка царевица жълто,58,4.1,0.4,14.2,7.642,Други
аспержи сурови,2,0.3,0.037,0.5,1.169,Други
готвар,63,5.1,1.4,10.7,39.128,Други
Швейцарски чард се готви,35,3.3,0.1,7.2,36.686,Други
Нопалес се готви,22,2.0,0.003,4.9,8.659,Други
Таитянски таро се готви,60,5.7,0.9,9.4,53.672,Други
Китайско зеле Pak Choi Raw,9,1.1,0.1,1.5,32.406,Зеленчуци
Зелен пипер на чили,18,0.9,0.097,4.3,110.1,Зеленчуци
планински ям суров,91,1.8,0.1,22.2,5.628,Други
"Пащърнак, приготвени",114,2.1,0.5,27.2,24.747,Други
доматено задушено,97,2.4,3.3,16.1,24.456,Други
"Сладки зелени чушки, приготвени",19,0.7,0.1,4.5,55.534,Зеленчуци
Бяла царевица сурова,143,5.3,2.0,31.6,15.441,Други
Rutabaga Raw,286,8.3,1.2,66.5,203.948,Други
Jalapeno Peppers консервирани,37,1.3,1.3,6.4,16.115,Други
тиквена консерви,83,2.7,0.7,19.8,15.174,Други
Грах на лук консерви,61,3.9,0.5,10.3,5.744,Зеленчуци
сладък пюре с картофи консерви,258,5.0,0.5,59.1,20.784,Зеленчуци
Hominy Canned,119,2.4,1.5,23.5,0.603,Други
Доматно пюре консервирани,95,4.1,0.5,22.5,36.832,Други
"сушени домати, консервирани в масло",6,0.2,0.4,0.7,3.426,Зеленчуци
Смесени зеленчуци консерви,88,3.5,0.6,17.5,11.225,Зеленчуци
Сламени гъби консервирани,2,0.2,0.09,0.3,0.225,Други
Каперс консервирани,2,0.2,0.089,0.4,0.963,Други
Червени чушки консервирани,15,0.7,0.058,3.7,50.922,Други
моркови консервирани,104,2.6,0.6,24.4,15.63,Зеленчуци
домати в доматен сок консервирани,41,1.9,0.3,9.6,26.507,Зеленчуци
Аспержи консервирани,62,7.4,0.7,10.2,74.5,Други
сладки червени чушки консервирани,25,1.1,0.4,5.5,66.375,Други
лук консервиран,12,0.5,0.084,2.5,3.102,Зеленчуци
Реръп -зелени консервирани,27,2.0,0.4,4.0,25.893,Зеленчуци
сърца на дланта,9,0.8,0.2,1.5,2.936,Други
Спанак консерви,44,4.9,0.9,6.8,32.787,Зеленчуци
Консервиран сладък картоф,568,6.3,1.3,133.5,78.972,Зеленчуци
Царевична консерви,49,1.6,0.6,11.1,3.466,Други
Грахни моркови консервирани,97,5.5,0.7,21.6,20.191,Зеленчуци
Crookneck Squash Canned,27,1.3,0.1,6.2,7.156,Други
домати консервирани,77,4.0,0.7,17.6,29.821,Зеленчуци
Пименто консерви,44,2.1,0.6,9.8,166.243,Други
сладки зелени чушки консервирани,25,1.1,0.4,5.5,66.302,Зеленчуци
грах консервиран,57,3.5,0.8,9.5,8.347,Бобови
Чили чушки консервирани,29,1.0,0.4,6.4,48.863,Други
Зелени чушки консервирани,15,0.7,0.074,3.7,50.995,Зеленчуци
гроздови листа консервирани,20,1.2,0.6,3.3,6.522,Други
кисело зеле консерви,27,1.3,0.2,6.1,21.74,Зеленчуци
Цвецът консерви,69,2.0,0.2,16.2,8.086,Други
Задушени домати консервирани,66,2.3,0.5,15.8,24.568,Зеленчуци
Доматено паста консервирана,215,11.3,1.2,49.5,78.423,Други
Салата от бекон ранчо Макдоналдс,389,28.1,20.1,19.4,42.7,Месо и месни продукти
Салата Цезар с пилешко месо на скара McDonalds,201,29.1,5.6,11.3,44.6,Месо и месни продукти
Салата на Цезар Макдоналдс,94,6.8,4.4,9.1,30.634,Други
зеленчукова салата,22,1.7,0.054,4.4,33.199,Зеленчуци
зеленчукова салата с пиле,70,11.6,1.5,2.5,16.467,Зеленчуци
картофена салата,358,6.7,20.5,27.9,29.386,Зеленчуци
Taco Salad Taco Bell,906,35.7,48.9,80.5,14.262,Други
Айсберг маруля,8,0.5,0.045,1.7,1.993,Други
Cornsalad,12,1.1,0.2,2.0,21.994,Други
картофена салата с яйце,393,4.9,23.5,40.5,7.434,Зеленчуци
Странична салата McDonalds,17,0.9,0.2,3.7,14.099,Други
Салата Цезар с хрупкаво пилешко McDonalds,349,25.7,16.4,19.2,42.7,Месо и месни продукти
гроздова ябълкова салата с орехи,191,3.5,8.2,25.6,9.168,Ядки и семена
зеленчукова салата със сирене яйце,68,5.8,3.9,3.2,7.693,Млечни продукти
келт,1,0.071,0.088,0.3,1.856,Други
рукола,5,0.5,0.1,0.7,3.382,Други
зеленчукова салата със скариди,71,9.7,1.7,4.4,7.524,Зеленчуци
Coleslaw,292,1.8,18.9,28.4,30.14,Други
Шиитаке гъби се готвят,10,0.3,0.007,2.6,1.275,Други
Shiitake гъби сурови,6,0.4,0.039,1.3,1.176,Други
Кримини гъби,1,0.2,0.018,0.3,0.687,Други
Гъби сурови,15,2.2,0.2,2.3,5.499,Други
Портабела гъби скара,35,4.0,0.7,5.4,9.903,Други
Мейтаке гъби,0,0.016,0.017,0.072,0.282,Други
Гъби от шиитаке изсъхнаха,11,0.3,0.061,2.7,1.694,Други
Чантерел гъби,2,0.033,0.063,0.4,0.472,Други
Сушена гъбичка в облак,80,2.6,0.2,20.4,2.334,Други
Гъби се готвят,44,3.4,0.7,8.3,17.45,Други
Пепеао изсъхна,72,1.2,0.1,19.4,6.747,Други
трюфели,61,0.7,4.1,5.4,0.729,Други
евреи ухо,25,0.5,0.095,6.7,2.905,Други
Еноки гъби,1,0.062,0.099,0.2,0.594,Други
Morel гъби,4,0.4,0.07,0.7,0.532,Други

